timestamp_ms,raw
90828,0
90902,0
90976,0
91050,0
91124,0
91198,0
91272,0
91346,0
91420,0
91494,0
91568,0
91642,0
91716,0
91790,0
91864,0
91938,0
92012,0
92086,0
92160,0
92234,0
92308,0
92382,0
92456,0
92530,0
92604,0
92678,0
92752,0
92826,0
92900,0
92974,0
93048,0
93122,0
93196,0
93270,0
93344,0
93418,0
93492,0
93566,0
93640,0
93714,0
93788,0
93862,0
93936,0
94010,0
94084,0
94158,0
94232,0
94306,0
94380,0
94454,0
94528,0
94602,0
94676,0
94750,0
94824,0
94898,0
94972,0
95046,0
95120,0
95194,0
95268,0
95342,0
95416,0
95490,0
95564,0
95638,0
95712,0
95786,0
95860,0
95934,0
96008,0
96082,0
96156,0
96230,0
96304,0
96378,0
96452,0
96526,0
96600,0
96674,0
96748,0
96822,0
96896,0
96970,0
97044,0
97118,0
97192,0
97266,0
97340,0
97414,0
97488,0
97562,0
97636,0
97710,0
97784,0
97858,0
97932,0
98006,0
98080,0
98154,0
98228,0
98302,0
98376,0
98450,0
98524,0
98598,0
98672,0
98746,0
98820,0
98894,0
98968,0
99042,421
99119,479
99197,510
99276,529
99355,528
99434,530
99513,522
99592,522
99671,529
99750,530
99829,523
99908,531
99987,527
100066,530
100146,522
100226,518
100306,531
100386,521
100466,523
100546,536
100626,536
100706,537
100786,528
100866,528
100947,528
101028,541
101109,537
101190,541
101271,542
101352,545
101433,529
101514,547
101595,545
101676,539
101757,546
101838,544
101919,540
102000,535
102081,465
102162,485
102243,487
102324,469
102405,105
102486,0
102565,0
102644,0
102722,0
102799,0
102875,0
102951,0
103027,0
103103,0
103179,0
103255,0
103330,0
103405,0
103480,0
103555,0
103630,0
103705,0
103780,0
103855,0
103930,0
104005,0
104080,0
104155,0
104230,0
104305,0
104380,0
104455,0
104530,0
104605,0
104680,0
104755,0
104830,0
104905,0
104980,0
105055,0
105130,0
105205,0
105280,0
105355,0
105430,0
105505,0
105580,0
105655,0
105730,0
105805,0
105880,0
105955,0
106030,0
106105,0
106180,0
106255,0
106330,0
106405,0
106480,0
106555,0
106630,0
106705,0
106780,0
106855,0
106930,0
107005,0
107080,0
107155,236
107233,402
107312,457
107392,500
107472,527
107552,521
107632,528
107712,530
107792,512
107872,521
107952,516
108032,516
108112,528
108192,525
108272,525
108352,510
108432,522
108512,517
108592,534
108672,568
108752,586
108832,616
108912,618
108992,627
109073,614
109154,609
109235,619
109316,602
109397,610
109478,604
109559,600
109640,591
109721,578
109802,569
109883,573
109964,597
110045,614
110126,625
110207,629
110288,646
110369,646
110450,637
110531,643
110612,630
110693,631
110774,641
110855,633
110936,630
111017,611
111098,617
111179,597
111260,591
111341,591
111422,545
111503,472
111584,43
111664,0
111743,0
111822,0
111900,0
111976,0
112052,0
112128,0
112204,0
112280,0
112356,0
112432,0
112508,0
112584,0
112659,0
112734,0
112809,0
112884,0
112959,0
113034,0
113109,0
113184,0
113259,0
113334,0
113409,0
113484,0
113559,0
113634,0
113709,0
113784,0
113859,0
113934,0
114009,0
114084,0
114159,0
114234,0
114309,0
114384,0
114459,0
114534,0
114609,0
114684,0
114759,0
114834,0
114909,0
114984,0
115059,0
115134,0
115209,0
115284,0
115359,0
115434,0
115509,0
115584,0
115659,0
115734,0
115809,0
115884,0
115959,0
116034,0
116109,0
116184,0
116259,0
116334,0
116409,0
116484,0
116559,0
116634,0
116709,0
116784,0
116859,0
116934,0
117009,0
117084,0
117159,0
117234,0
117309,0
117384,0
117459,0
117534,0
117609,0
117684,0
117759,0
117834,0
117909,0
117984,0
118059,0
118134,0
118209,0
118284,0
118359,0
118434,0
118509,0
118584,0
118659,0
118734,0
118809,596
118888,575
118968,1
119046,0
119124,0
119202,0
119279,0
119354,0
119429,0
119504,0
119579,0
119654,0
119729,0
119804,0
119879,0
119954,0
120029,0
120104,0
120179,0
120254,0
120329,0
120404,0
120479,0
120554,0
120629,0
120704,0
120779,0
120854,0
120929,0
121004,0
121079,333
121157,0
121233,0
121309,0
121385,0
121461,0
121536,0
121611,0
121686,0
121761,0
121836,0
121911,0
121986,0
122061,0
122136,0
122211,0
122286,0
122361,0
122436,0
122511,0
122586,0
122661,0
122736,0
122811,0
122886,0
122961,0
123036,0
