timestamp_ms,raw
470034,0
470111,0
470188,0
470265,0
470342,0
470419,0
470496,0
470573,0
470650,0
470727,0
470804,0
470881,0
470958,0
471035,0
471112,0
471189,0
471266,0
471343,0
471420,0
471497,0
471574,0
471651,0
471728,0
471805,0
471882,0
471959,0
472036,0
472113,0
472190,0
472267,0
472344,0
472421,0
472498,0
472575,0
472652,0
472729,0
472806,0
472883,0
472960,0
473037,0
473114,0
473191,0
473268,0
473345,0
473422,0
473499,0
473576,0
473653,0
473730,0
473807,0
473884,0
473961,0
474038,0
474115,0
474192,0
474269,0
474346,0
474423,0
474500,0
474577,0
474654,0
474731,0
474808,0
474885,0
474962,0
475039,0
475116,0
475193,0
475270,0
475347,0
475424,0
475501,0
475578,0
475655,0
475732,0
475809,0
475886,0
475963,0
476040,0
476117,0
476194,0
476271,0
476348,0
476425,0
476502,0
476579,0
476656,0
476733,0
476810,0
476887,0
476964,230
477044,404
477125,439
477207,456
477289,457
477371,450
477453,449
477535,468
477617,437
477699,444
477781,448
477863,435
477945,416
478027,423
478109,440
478191,442
478273,432
478355,433
478437,449
478519,451
478601,455
478683,450
478765,443
478847,419
478930,383
479013,389
479096,402
479179,352
479262,315
479345,308
479428,300
479511,311
479594,17
479676,0
479756,0
479836,243
479918,285
480000,174
480081,1
480160,0
480239,120
480320,253
480401,262
480482,259
480563,47
480643,0
480722,0
480801,0
480879,0
480956,0
481033,0
481110,0
481187,0
481264,0
481341,0
481418,0
481495,0
481572,0
481649,0
481726,0
481803,0
481880,0
481957,0
482034,0
482111,0
482188,0
482265,0
482342,0
482419,0
482496,0
482573,0
482650,0
482727,0
482804,0
482881,0
482958,0
483035,0
483112,0
483189,0
483266,0
483343,0
483420,493
483500,602
483582,622
483664,644
483746,649
483828,652
483910,650
483992,657
484074,664
484156,662
484238,654
484320,665
484402,652
484484,658
484566,660
484648,664
484730,655
484812,661
484894,664
484976,662
485058,651
485140,656
485222,661
485304,663
485387,653
485470,662
485553,659
485636,662
485719,663
485802,663
485885,661
485968,664
486051,667
486134,672
486217,669
486300,671
486383,672
486466,671
486549,670
486632,672
486715,671
486798,672
486881,674
486964,671
487047,669
487130,672
487213,669
487296,672
487379,670
487462,671
487545,672
487628,673
487711,671
487794,672
487877,667
487960,669
488043,669
488126,665
488209,670
488292,672
488375,668
488458,665
488541,652
488624,617
488707,550
488790,315
488873,32
488955,0
489036,0
489116,0
489195,0
489273,0
489351,0
489429,0
489507,0
489585,0
489663,0
489741,0
489819,0
489897,0
489975,0
490052,0
490129,0
490206,0
490283,0
490360,0
490437,0
490514,0
490591,0
490668,0
490745,0
490822,0
490899,0
490976,0
491053,0
491130,0
491207,0
491284,0
491361,0
491438,0
491515,0
491592,0
491669,0
491746,0
491823,0
491900,0
491977,0
492054,0
492131,0
492208,0
492285,0
492362,0
492439,0
492516,0
492593,0
492670,0
492747,0
492824,0
492901,0
492978,0
493055,0
493132,0
493209,0
493286,0
493363,0
493440,0
493517,0
493594,0
493671,0
493748,0
493825,0
493902,0
493979,0
494056,0
494133,0
494210,0
494287,0
494364,0
494441,0
494518,0
494595,0
494672,0
494749,0
494826,0
494903,0
494980,0
495057,0
495134,0
495211,0
495288,0
495365,0
495442,0
495519,0
495596,0
495673,0
495750,0
495827,0
495904,0
495981,0
