timestamp_ms,raw
39291,0
39368,0
39445,0
39522,0
39599,0
39676,0
39753,0
39830,0
39907,0
39984,0
40061,0
40138,0
40215,0
40292,0
40369,0
40446,0
40523,0
40600,0
40677,0
40754,0
40831,0
40908,0
40985,0
41062,0
41139,0
41216,0
41293,0
41370,0
41447,0
41524,0
41601,0
41678,0
41755,0
41832,0
41909,0
41986,0
42063,0
42140,0
42217,0
42294,0
42371,0
42448,0
42525,0
42602,0
42679,0
42756,0
42833,0
42910,0
42987,0
43064,0
43141,0
43218,0
43295,0
43372,0
43449,0
43526,0
43603,0
43680,0
43757,0
43834,0
43911,0
43988,0
44065,0
44142,0
44219,0
44296,0
44373,0
44450,0
44527,0
44604,0
44681,0
44758,0
44835,0
44912,0
44989,0
45066,0
45143,0
45220,0
45297,0
45374,0
45451,0
45528,0
45605,0
45682,0
45759,0
45836,0
45913,0
45990,0
46067,0
46144,0
46221,0
46298,0
46375,0
46452,0
46529,0
46606,0
46683,0
46760,0
46837,0
46914,0
46991,0
47068,0
47145,0
47222,0
47299,0
47376,0
47453,0
47530,0
47607,0
47684,0
47761,0
47838,0
47915,0
47992,0
48069,0
48146,0
48223,0
48300,0
48377,0
48454,0
48531,0
48608,0
48685,0
48762,0
48839,0
48916,0
48993,0
49070,0
49147,0
49224,0
49301,0
49378,0
49455,0
49532,0
49609,0
49686,0
49763,0
49840,528
49921,621
50003,653
50085,646
50167,658
50249,653
50331,650
50413,649
50495,659
50577,653
50659,649
50741,649
50823,652
50905,659
50987,656
51069,648
51151,658
51233,655
51315,649
51397,650
51479,652
51561,640
51643,648
51725,646
51808,631
51891,630
51974,624
52057,598
52140,497
52223,32
52305,0
52386,0
52467,0
52547,0
52625,0
52703,0
52781,0
52859,0
52936,0
53013,0
53090,0
53167,0
53244,0
53321,0
53398,0
53475,0
53552,0
53629,0
53706,0
53783,0
53860,0
53937,0
54014,0
54091,0
54168,0
54245,0
54322,0
54399,0
54476,0
54553,0
54630,0
54707,0
54784,0
54861,0
54938,0
55015,0
55092,0
55169,0
55246,0
55323,0
55400,0
55477,0
55554,0
55631,0
55708,0
55785,0
55862,0
55939,0
56016,0
56093,0
56170,0
56247,0
56324,0
56401,0
56478,0
56555,0
56632,0
56709,0
56786,0
56863,0
56940,0
57017,0
57094,0
57171,0
57248,0
57325,0
57402,0
57479,0
57556,0
57633,0
57710,346
57790,593
57871,637
57953,650
58035,664
58117,659
58199,657
58281,656
58363,666
58445,665
58527,657
58609,661
58691,662
58773,651
58855,651
58937,654
59019,658
59101,650
59183,651
59265,652
59347,637
59429,632
59511,608
59593,599
59676,611
59759,619
59842,631
59925,623
60008,585
60091,0
60172,0
60253,0
60334,0
60414,0
60492,0
60570,0
60648,0
60726,0
60804,0
60881,0
60958,0
61035,0
61112,0
61189,0
61266,0
61343,0
61420,0
61497,0
61574,589
61655,633
61737,99
61818,16
61899,0
61979,0
62058,0
62136,0
62213,0
62290,0
62367,0
62444,0
62521,0
62598,0
62675,0
62752,0
62829,0
62906,0
62983,0
63060,0
63137,0
63214,0
63291,0
63368,0
63445,0
63522,0
63599,0
63676,0
63753,0
63830,0
63907,0
63984,0
64061,0
64138,0
64215,0
64292,0
64369,0
64446,0
64523,0
64600,0
64677,0
64754,0
64831,0
64908,0
64985,0
65062,0
65139,0
65216,0
65293,0
65370,0
65447,0
65524,0
