timestamp_ms,raw
47244,0
47320,0
47396,0
47472,0
47548,0
47624,0
47700,0
47776,0
47852,0
47928,0
48004,0
48080,0
48156,0
48232,0
48308,0
48384,0
48460,0
48536,0
48612,0
48688,0
48764,0
48840,0
48916,0
48992,0
49068,0
49144,0
49220,0
49296,0
49372,0
49448,0
49524,0
49600,0
49676,0
49752,0
49828,0
49904,0
49980,0
50056,0
50132,0
50208,0
50284,0
50360,0
50436,0
50512,0
50588,0
50664,0
50740,0
50816,0
50892,0
50968,0
51044,0
51120,0
51196,0
51272,0
51348,0
51424,0
51500,0
51576,0
51652,0
51728,0
51804,0
51880,0
51956,0
52032,0
52108,0
52184,0
52260,0
52336,0
52412,0
52488,0
52564,0
52640,0
52716,0
52792,0
52868,0
52944,0
53020,361
53099,441
53179,465
53260,469
53341,472
53422,477
53503,480
53584,478
53665,480
53746,480
53827,488
53908,492
53989,482
54070,488
54151,487
54232,483
54313,470
54394,455
54475,14
54555,21
54635,0
54713,0
54790,0
54866,0
54942,0
55018,0
55094,0
55170,0
55246,0
55322,0
55398,0
55474,0
55550,0
55626,0
55702,0
55778,0
55854,0
55930,0
56006,0
56082,0
56158,0
56234,0
56310,0
56386,0
56462,0
56538,0
56614,0
56690,0
56766,0
56842,0
56918,0
56994,0
57070,0
57146,0
57222,0
57298,0
57374,0
57450,0
57526,0
57602,0
57678,0
57754,0
57830,0
57906,0
57982,0
58058,0
58134,0
58210,0
58286,0
58362,0
58438,0
58514,0
58590,0
58666,0
58742,0
58818,0
58894,0
58970,0
59046,434
59125,538
59205,558
59286,569
59367,574
59448,583
59529,568
59610,568
59691,574
59772,549
59853,531
59934,519
60015,236
60096,0
60175,0
60254,0
60332,0
60409,0
60485,0
60561,0
60637,0
60713,0
60789,0
60865,0
60941,0
61017,0
61093,0
61169,0
61245,0
61321,0
61397,0
61473,0
61549,0
61625,0
61701,0
61777,0
61853,0
61929,0
62005,0
62081,0
62157,0
62233,0
62309,0
62385,0
62461,0
62537,0
62613,0
62689,0
62765,0
62841,0
62917,0
62993,0
63069,0
63145,0
63221,0
63297,0
63373,0
63449,0
63525,0
63601,0
63677,0
63753,0
63829,0
63905,0
63981,0
64057,0
64133,0
64209,0
64285,0
64361,0
64437,0
64513,0
64589,0
64665,0
64741,0
64817,0
64893,0
64969,0
65045,0
65121,0
65197,0
65273,0
65349,0
65425,0
65501,0
65577,0
65653,0
65729,0
65805,0
65881,84
65959,502
66039,541
66120,531
66201,515
66282,509
66363,490
66444,476
66525,462
66606,466
66687,458
66768,441
66849,438
66930,436
67011,434
67092,420
67173,415
67254,416
67335,397
67416,21
67496,30
67576,225
67657,333
67737,390
67817,384
67899,0
67979,0
68059,0
68137,0
68214,0
68290,0
68366,0
68442,0
68518,0
68594,0
68670,0
68746,0
68822,0
68898,0
68974,0
69050,0
69126,0
69202,0
69278,0
69354,0
69430,0
69506,0
69582,0
69658,0
69734,0
69810,0
69886,0
69962,0
70038,0
70114,0
70190,0
70266,0
70342,0
70418,0
70494,0
70570,0
70646,0
70722,0
70798,0
70874,0
70950,0
71026,0
71102,0
71178,0
71254,0
71330,625
71410,556
71491,0
71570,0
71649,0
71728,0
71806,0
71882,0
71958,0
72034,0
72110,0
72186,0
72262,0
72338,0
72414,0
72490,0
72566,0
72642,0
72718,0
72794,0
72870,0
72946,0
73022,0
73098,0
73174,0
73250,0
73326,0
73402,0
73478,0
73554,0
73630,0
73706,0
73782,0
73858,0
73934,0
74010,0
74086,0
74162,0
74238,0
74314,0
74390,0
74466,0
74542,0
74618,0
74694,452
74773,0
74850,0
74927,0
75004,0
75081,0
75157,0
75233,0
75309,0
75385,0
75461,0
75537,0
75613,0
75689,0
75765,0
75841,0
75917,0
75993,0
76069,0
76145,0
76221,0
76297,0
76373,23
76450,0
76526,0
76602,0
76678,0
76754,0
76830,0
76906,0
76982,0
77058,0
77134,0
77210,0
77286,0
77362,0
77438,0
77514,0
77590,0
77666,0
77742,0
77818,0
77894,0
77970,0
78046,0
78122,0
78198,0
78274,0
78350,0
78426,0
78502,0
78578,0
78654,0
78730,0
78806,0
78882,0
78958,0
79034,0
79110,0
79186,0
79262,0
79338,0
79414,0
79490,0
79566,0
79642,0
79718,0
79794,0
79870,0
79946,0
80022,0
80098,0
80174,0
80250,0
80326,0
